cod_produtor,cod_regional,log_ativo_x,estrutura_fat,cdn_repres_x,estrutura_area,vlr_realizado_fat,safra,vlr_potencial_rec,vlr_potencial_fat,vlr_realizado_rec,perc_area_prop,perc_faturamento,perc_recebimento,area_cult_prop,area_cult_tot,grupo_produtor,estrutura_rec,area_com_mat,estrutura_geral,vlr_realizado_geral_rec,vlr_potencial_geral_rec,vlr_preco_medio_sc,perc_geral,data_atu,usuario_atu,hora_atu,estrutura_margem,Unnamed: 0,cod_empresa,num_aval1,num_aval2,cod_estabel,dt_inscricao,descendencia,l_cpf,l_rg,l_foto,l_formulario,l_declaracao,l_procuracao,estrutura,sexo,Bloqueado,log_desc_contratos,log_ativo_y,mot_ativo,cdn_repres_y,ult_usuario,dat_usuario,usu-alteracao,hora-alteracao,log_emite_receita,ind-referencia,ind-cheque,ind-protesto,ind-forum,ind-safras-ant,ind-observacao,origem,empresa_fisco,log_envia_palm,dt-serasa,nome-emit,cpf,nome-abrev,cdn_grupo_cliente,tipo_produtor,tipo_retencao_inss,safra_crm,log_crm,dat_emis_id_estad,dt_implant_ini,cliente_novo,dt_ult_movto,safra_ult_movto,situacao,cliente_foco,log_ativo_pa,log_cliente_pet,cod_rep_secundario,apl_classif_produtor,apl_optou_declaracao,apl_dt_valid_classif,log_coop_imovel_proprio,apl_impr_assinada,dt_demissao,log_int_camposdealer,cod_transp,nome_transp,log_participante_bayer,log_produtor_dap,log_cooperativa,dt_validade_dap
535599,1,1,E,1000,,34300.8,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653482,E,0.0,,0.0,0.0,0.0,0.0,,,,,87732,1,0,0,1,2009-07-15,,True,True,True,True,True,True,Nenhum,1,False,False,True,,1000,,(null),01-raimi,15:22:17,True,SI,False,False,False,False,,D,E,False,(null),Vitor Gabriel Aragão,14593019364,Isabel Ribeiro,653482,,0,"2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019",True,2009-07-15,2018-08-20,False,2018-08-20,2018/2019,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,42172,Gustavo Farias,True,False,False,(null)
535601,1,1,E,1000,,21438.0,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653482,E,0.0,,0.0,0.0,0.0,0.0,,,,,87734,1,0,0,1,2009-07-15,,True,True,True,True,True,True,Nenhum,1,False,True,True,,1000,,(null),01-raimi,15:23:08,True,SI,False,False,False,False,,D,E,False,(null),Dr. Kevin Rodrigues,4856058800,Rafael Gomes,653482,,0,"2020/2021,2020/2020,2019/2020,2019/2019,2018/2019",True,2009-07-15,2018-08-20,False,2018-08-20,2018/2019,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,42173,Thomas Araújo,True,False,False,(null)
535783,1,1,E,1000,,342160.0,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535783,E,0.0,,0.0,0.0,0.0,0.0,,,,,87872,1,0,0,1,2018-10-08,,True,True,True,True,True,True,Nenhum,1,False,False,True,,1000,,(null),01-raimi,16:47:36,False,SI,False,False,False,False,,D,E,False,(null),Luna da Cunha,45725373921,Sr. Francisco Ramos,535783,,0,"2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018",True,2018-10-08,2018-08-31,False,2018-10-09,2018/2019,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,42733,Nicolas da Conceição,False,False,False,(null)
535785,1,1,E,1000,,12096.0,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535785,E,0.0,,0.0,0.0,0.0,0.0,,,,,87873,1,0,0,1,2018-10-03,,True,True,True,True,True,True,Nenhum,1,False,False,True,,1000,,(null),01-raimi,09:41:24,False,SI,False,False,False,False,,D,E,False,(null),Bernardo Azevedo,83446941764,Natália Jesus,535785,,0,"2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018",True,2018-10-03,2018-10-03,False,2018-10-05,2018/2019,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,0,Dra. Olivia Araújo,False,False,False,(null)
535917,1,1,E,1000,,70200.0,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535917,E,0.0,,0.0,0.0,0.0,0.0,,,,,87982,1,0,0,1,2018-09-12,,True,True,True,True,True,True,Nenhum,1,False,True,True,,1000,,(null),01-raimi,11:31:16,True,SI,False,False,False,False,,D,E,False,(null),Eloah Caldeira,88459677001,Marina Azevedo,535917,,0,"2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018",True,2018-09-12,2018-09-12,False,2018-09-13,2018/2019,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,0,Noah da Cunha,False,False,False,(null)
536012,1,1,E,1000,,74400.0,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536012,E,0.0,,0.0,0.0,0.0,0.0,,,,,88063,1,0,0,1,2018-09-18,,True,True,True,True,True,True,Nenhum,1,False,True,True,,1000,,(null),01-raimi,17:01:41,True,SI,False,False,False,False,,D,E,False,(null),Pedro Lucas Cardoso,51686934893,Bárbara Viana,536012,,0,"2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018",True,2018-09-18,2018-09-18,False,2020-09-10,2020/2021,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,42511,João Silva,True,False,False,(null)
536012,1,0,E,1000,E,112320.0,2020/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536012,E,0.0,XX,0.0,0.0,0.0,0.0,2021-03-03,01-hugo,09:58:46,,88063,1,0,0,1,2018-09-18,,True,True,True,True,True,True,Nenhum,1,False,True,True,,1000,,(null),01-raimi,17:01:41,True,SI,False,False,False,False,,D,E,False,(null),Pedro Lucas Cardoso,51686934893,Bárbara Viana,536012,,0,"2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018",True,2018-09-18,2018-09-18,False,2020-09-10,2020/2021,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,42511,João Silva,True,False,False,(null)
536012,1,0,E,1000,E,173360.0,2020/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536012,E,0.0,XX,0.0,0.0,0.0,0.0,2021-05-24,01-hugo,03:03:23,,88063,1,0,0,1,2018-09-18,,True,True,True,True,True,True,Nenhum,1,False,True,True,,1000,,(null),01-raimi,17:01:41,True,SI,False,False,False,False,,D,E,False,(null),Pedro Lucas Cardoso,51686934893,Bárbara Viana,536012,,0,"2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018",True,2018-09-18,2018-09-18,False,2020-09-10,2020/2021,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,42511,João Silva,True,False,False,(null)
536082,1,1,E,1000,,290167.2,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536082,E,0.0,,0.0,0.0,0.0,0.0,,,,,88123,1,0,0,1,2018-09-26,,True,True,True,True,True,True,Nenhum,1,False,False,True,,1000,01-valdinei,2018-10-02,01-valdinei,02/10/18 - 15:22,True,BO,False,False,False,False,,D,E,False,(null),Isadora Santos,84754001279,Davi Lucca Castro,536082,,0,"2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018",True,2018-09-26,2018-09-24,False,2020-09-30,2020/2021,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,55802,Júlia Peixoto,True,False,False,(null)
536082,1,0,E,1000,E,77910.0,2020/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536082,E,0.0,XX,0.0,0.0,0.0,0.0,2021-05-24,01-hugo,03:03:23,,88123,1,0,0,1,2018-09-26,,True,True,True,True,True,True,Nenhum,1,False,False,True,,1000,01-valdinei,2018-10-02,01-valdinei,02/10/18 - 15:22,True,BO,False,False,False,False,,D,E,False,(null),Isadora Santos,84754001279,Davi Lucca Castro,536082,,0,"2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018",True,2018-09-26,2018-09-24,False,2020-09-30,2020/2021,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,55802,Júlia Peixoto,True,False,False,(null)
536087,1,0,E,1000,E,247610.4,2020/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500123,E,0.0,XX,0.0,0.0,0.0,0.0,2021-03-03,01-hugo,09:58:46,,88128,1,0,0,1,2020-09-12,,True,True,True,True,True,True,Nenhum,1,False,False,True,,1000,,(null),01-valdinei,09:28:09,False,SI,False,False,False,False,,D,E,False,(null),Ian Rocha,19093019803,Srta. Manuela Cavalcanti,500123,,0,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998",True,(null),2018-09-24,False,2020-10-07,2020/2021,Ativo,False,False,False,0,,False,(null),True,False,(null),True,45504,Davi Farias,False,False,False,(null)
536087,1,0,E,1000,E,1537660.0,2020/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500123,E,0.0,XX,0.0,0.0,0.0,0.0,2021-05-24,01-hugo,03:03:23,,88128,1,0,0,1,2020-09-12,,True,True,True,True,True,True,Nenhum,1,False,False,True,,1000,,(null),01-valdinei,09:28:09,False,SI,False,False,False,False,,D,E,False,(null),Ian Rocha,19093019803,Srta. Manuela Cavalcanti,500123,,0,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998",True,(null),2018-09-24,False,2020-10-07,2020/2021,Ativo,False,False,False,0,,False,(null),True,False,(null),True,45504,Davi Farias,False,False,False,(null)
536140,1,1,E,1000,,14848.0,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536140,E,0.0,,0.0,0.0,0.0,0.0,,,,,88176,1,0,0,1,2018-10-03,,True,True,True,True,True,True,Nenhum,1,False,False,True,,1000,,(null),01-raimi,10:10:47,False,SI,False,False,False,False,,D,E,False,(null),Laís da Rosa,15317621656,Enrico Almeida,536140,,0,"2021/2022,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018",True,2018-10-03,2018-09-26,False,2019-10-17,2019/2020,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,0,Elisa Silva,False,False,False,(null)
536140,1,1,E,1000,,6984.0,2019/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536140,E,0.0,XX,0.0,0.0,0.0,0.0,2020-09-10,01-cleucia,09:05:46,,88176,1,0,0,1,2018-10-03,,True,True,True,True,True,True,Nenhum,1,False,False,True,,1000,,(null),01-raimi,10:10:47,False,SI,False,False,False,False,,D,E,False,(null),Laís da Rosa,15317621656,Enrico Almeida,536140,,0,"2021/2022,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018",True,2018-10-03,2018-09-26,False,2019-10-17,2019/2020,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,0,Elisa Silva,False,False,False,(null)
536266,1,1,E,1000,,189100.0,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536266,E,0.0,,0.0,0.0,0.0,0.0,,,,,88289,1,0,0,1,2018-10-05,,True,True,True,True,True,True,Nenhum,1,False,False,True,,1000,,(null),01-raimi,09:30:28,False,SI,False,False,False,False,,D,E,False,(null),Alana Rocha,5921043823,Amanda Santos,536266,,0,"2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018",True,2018-10-05,2018-10-05,False,2018-10-17,2018/2019,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,0,João Gabriel Silveira,False,False,False,(null)
538295,1,1,E,1000,,156040.0,2019/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538295,E,0.0,XX,0.0,0.0,0.0,0.0,2020-09-11,01-cleucia,15:39:05,,89935,1,0,0,1,2019-03-28,,True,True,True,True,True,True,Nenhum,1,False,False,True,,1000,,(null),01-raimi,09:23:54,False,SI,False,False,False,False,,D,E,False,(null),Vitor Hugo Vieira,61051503980,Lívia Sales,538295,,0,"2020/2021,2020/2020,2019/2020,2019/2019,2018/2019",True,2019-03-28,2019-03-28,False,2019-04-03,2019/2019,Ativo,False,False,False,0,,False,(null),True,False,(null),True,0,Ana Julia Barbosa,False,False,False,(null)
538297,1,1,E,1000,,20724.0,2019/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538297,E,0.0,XX,0.0,0.0,0.0,0.0,2020-09-11,01-cleucia,15:39:05,,89937,1,0,0,1,2019-03-28,,True,True,True,True,True,True,Nenhum,1,False,False,True,,1000,,(null),01-raimi,11:44:36,False,SI,False,False,False,False,,D,E,False,(null),Dr. Davi Luiz Cavalcanti,55774060065,Ana Rocha,538297,,0,"2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019",True,2019-03-28,2019-03-28,False,2019-04-15,2019/2019,Ativo,False,False,False,0,,False,(null),True,False,(null),True,0,Miguel Melo,False,False,False,(null)
550403,1,0,E,1000,E,0.0,2017/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550403,E,0.0,,0.0,0.0,0.0,0.0,,,,,96904,1,0,0,1,2006-03-17,BRASILEIRA,True,True,True,True,True,True,Nenhum,1,False,False,True,,1000,,(null),01-franciele,12/09/16 - 11:37,False,BO,False,False,False,True,,D,N,True,(null),Caio Jesus,13788490367,Thiago Cardoso,550403,PRMED,1,",2013/2013,2016/2017,2017/2017,2017/2018",True,(null),2000-06-08,False,2019-11-01,2019/2020,Ativo,False,False,False,0,1.0,True,9999-12-31,True,False,(null),True,2297,Alana Peixoto,False,False,False,(null)
651701,1,1,E,1000,,48000.0,2017/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738181,E,0.0,,0.0,0.0,0.0,0.0,,,,,97868,1,0,0,1,2017-03-31,,False,False,False,False,False,False,Nenhum,1,False,False,True,,1000,,(null),01-raimi,08:31:18,False,SI,False,False,False,False,,D,E,False,(null),Dr. Enzo Nunes,1154208001,Davi Lucas Silva,738181,,0,"2018/2019,2018/2018,2017/2018,2017/2017",True,(null),2001-05-11,False,2021-03-25,2021/2021,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,35323,Larissa da Mata,True,False,False,(null)
651701,1,1,E,1000,,88800.0,2018/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738181,E,0.0,XX,0.0,0.0,0.0,0.0,2019-11-14,01-cleucia,14:23:09,,97868,1,0,0,1,2017-03-31,,False,False,False,False,False,False,Nenhum,1,False,False,True,,1000,,(null),01-raimi,08:31:18,False,SI,False,False,False,False,,D,E,False,(null),Dr. Enzo Nunes,1154208001,Davi Lucas Silva,738181,,0,"2018/2019,2018/2018,2017/2018,2017/2017",True,(null),2001-05-11,False,2021-03-25,2021/2021,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,35323,Larissa da Mata,True,False,False,(null)
651701,1,1,E,1000,,75230.0,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738181,E,0.0,,0.0,0.0,0.0,0.0,,,,,97868,1,0,0,1,2017-03-31,,False,False,False,False,False,False,Nenhum,1,False,False,True,,1000,,(null),01-raimi,08:31:18,False,SI,False,False,False,False,,D,E,False,(null),Dr. Enzo Nunes,1154208001,Davi Lucas Silva,738181,,0,"2018/2019,2018/2018,2017/2018,2017/2017",True,(null),2001-05-11,False,2021-03-25,2021/2021,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,35323,Larissa da Mata,True,False,False,(null)
738145,1,0,E,1000,,35169.0,2019/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4020,E,0.0,XX,0.0,0.0,0.0,0.0,2020-09-11,01-cleucia,15:39:05,,104630,1,0,0,1,2019-03-19,,True,True,True,True,True,True,Nenhum,1,True,False,False,PC 100181,1000,01-franciele,2020-05-12,01-franciele,12/05/20 - 10:24,False,SI,False,False,False,False,,D,E,False,(null),Yuri da Mota,11923686668,Bruno Moraes,4020,,0,"2021/2021,2020/2021,2020/2020,2019/2020,2019/2019",True,2019-03-19,2003-10-10,False,2019-03-19,2019/2019,Ativo,False,False,False,0,,False,(null),True,False,2020-05-12,True,10111,Francisco Jesus,True,False,False,(null)
760933,1,1,E,1000,,3020986.24,2014/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760933,E,0.0,,0.0,0.0,0.0,0.0,,,,,111777,1,0,0,1,2007-09-24,,False,False,True,True,True,True,Nenhum,1,False,False,True,,1000,,(null),01-valdinei,23/08/14 - 09:50,False,BO,False,False,False,False,,D,E,False,(null),Gustavo Costa,60512425943,André Teixeira,653810,PRMED,0,"2014/2015,2012/2013,2012/2012,2011/2012",True,(null),2007-09-24,False,2015-11-03,2015/2016,Inativo,False,False,False,0,0.0,False,(null),True,False,(null),True,48631,Kevin da Mota,False,False,False,(null)
50002,2,1,E,2100,,3120.0,2013/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50002,E,0.0,,0.0,0.0,0.0,0.0,,,,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
